"ApplyCostCenterCode","ApplyProgramLocationCode","ApplyProgramName","ApplySchoolLocationCode","ApplySchool","ApplyCDSCode","ApplySchoolType","ApplyBoardDistrict","ApplyLocalDistrict","ApplyCommunityOfSchools","ApplyZipCode","ApplicantDualLanguage","Applications","SeatOffers","PropOfTotalApps","PropOfTotalSeatOffers"
1810702,8108,"Gaspar de Portola Charter Middle Highly Gifted Magnet",8107,"Gaspar de Portola Charter Middle","19647336061584","MAGNET CENTER - MIDDLE SCHOOL",4,"NW","TAFT COS",91356,"Yes",7,0,0.0147,0
1811001,8110,"Rudecinda Sepulveda Dodson Middle School",8110,"Rudecinda Sepulveda Dodson Middle School","19647336061436","MIDDLE SCHOOL",7,"S","SAN PEDRO COS",90275,"No",296,78,0.961,0.975
1811001,8110,"Rudecinda Sepulveda Dodson Middle School",8110,"Rudecinda Sepulveda Dodson Middle School","19647336061436","MIDDLE SCHOOL",7,"S","SAN PEDRO COS",90275,"Yes",12,2,0.039,0.025
1811002,8111,"Rudecinda Sepulveda Dodson Middle School Gifted Magnet",8110,"Rudecinda Sepulveda Dodson Middle School","19647336061436","MAGNET CENTER - MIDDLE SCHOOL",7,"S","SAN PEDRO COS",90275,"No",762,300,0.987,0.9868
1811002,8111,"Rudecinda Sepulveda Dodson Middle School Gifted Magnet",8110,"Rudecinda Sepulveda Dodson Middle School","19647336061436","MAGNET CENTER - MIDDLE SCHOOL",7,"S","SAN PEDRO COS",90275,"Yes",10,4,0.013,0.0132
1811003,5242,"Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet",8110,"Rudecinda Sepulveda Dodson Middle School","19647336061436","MAGNET CENTER - MIDDLE SCHOOL",7,"S","SAN PEDRO COS",90275,"No",793,146,0.9802,0.9932
1811003,5242,"Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet",8110,"Rudecinda Sepulveda Dodson Middle School","19647336061436","MAGNET CENTER - MIDDLE SCHOOL",7,"S","SAN PEDRO COS",90275,"Yes",16,1,0.0198,0.0068
1811201,8112,"Charles Drew Middle School",8112,"Charles Drew Middle School","19647336057962","MIDDLE SCHOOL",7,"S","RIVERA COS",90001,"No",27,0,0.675,0
1811201,8112,"Charles Drew Middle School",8112,"Charles Drew Middle School","19647336057962","MIDDLE SCHOOL",7,"S","RIVERA COS",90001,"Yes",13,1,0.325,1
1811202,8109,"Charles Drew Middle School Gifted Magnet",8112,"Charles Drew Middle School","19647336057962","MAGNET CENTER - MIDDLE SCHOOL",7,"S","RIVERA COS",90001,"No",151,32,0.9869,0.9697
1811202,8109,"Charles Drew Middle School Gifted Magnet",8112,"Charles Drew Middle School","19647336057962","MAGNET CENTER - MIDDLE SCHOOL",7,"S","RIVERA COS",90001,"Yes",2,1,0.0131,0.0303
1811301,8113,"Thomas A Edison Middle School",8113,"Thomas A Edison Middle School","19647336061444","MIDDLE SCHOOL",7,"S","RIVERA COS",90001,"No",80,13,0.64,0.5417
1811301,8113,"Thomas A Edison Middle School",8113,"Thomas A Edison Middle School","19647336061444","MIDDLE SCHOOL",7,"S","RIVERA COS",90001,"Yes",45,11,0.36,0.4583
1811601,8116,"Roy Romer Middle School",8116,"Roy Romer Middle School","19647330117044","MIDDLE SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"No",22,0,0.9167,0
1811601,8116,"Roy Romer Middle School",8116,"Roy Romer Middle School","19647330117044","MIDDLE SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"Yes",2,0,0.0833,0
1811602,5228,"Roy Romer Middle School STEM Magnet",8116,"Roy Romer Middle School","19647330117044","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"No",193,73,1,1
1811603,5249,"Roy Romer Middle Gifted/Humanities Magnet",8116,"Roy Romer Middle School","19647330117044","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"No",50,7,0.9804,1
1811603,5249,"Roy Romer Middle Gifted/Humanities Magnet",8116,"Roy Romer Middle School","19647330117044","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","NO HLYWD/VAL VLG COS",91606,"Yes",1,0,0.0196,0
1811703,5257,"Vista Middle School Sports Med/College Prep Magnet",8117,"Vista Middle School","19647330106971","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","PANORAMA CITY COS",91402,"No",438,190,1,1
1811801,8118,"El Sereno Middle School",8118,"El Sereno Middle School","19647336068431","MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",35,3,0.3365,0.2
1811801,8118,"El Sereno Middle School",8118,"El Sereno Middle School","19647336068431","MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",69,12,0.6635,0.8
1811802,8119,"El Sereno Middle School Science/Tech/Math Magnet",8118,"El Sereno Middle School","19647336068431","MAGNET CENTER - MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",192,45,0.9412,0.9375
1811802,8119,"El Sereno Middle School Science/Tech/Math Magnet",8118,"El Sereno Middle School","19647336068431","MAGNET CENTER - MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",12,3,0.0588,0.0625
1811803,8120,"El Sereno Middle School Gifted Magnet",8118,"El Sereno Middle School","19647336068431","MAGNET CENTER - MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",131,31,0.9424,0.9394
1811803,8120,"El Sereno Middle School Gifted Magnet",8118,"El Sereno Middle School","19647336068431","MAGNET CENTER - MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",8,2,0.0576,0.0606
1811804,5253,"El Sereno Middle School Env Sci/Humanitarian Magnet",8118,"El Sereno Middle School","19647336068431","MAGNET CENTER - MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"No",256,142,0.9517,0.993
1811804,5253,"El Sereno Middle School Env Sci/Humanitarian Magnet",8118,"El Sereno Middle School","19647336068431","MAGNET CENTER - MIDDLE SCHOOL",2,"E","LNCLN HTS/EL SRNO COS",90032,"Yes",13,1,0.0483,0.007
1812702,8128,"Alexander Fleming Middle School Science/Tech/Math Magnet",8127,"Alexander Fleming Middle School","19647336057996","MAGNET CENTER - MIDDLE SCHOOL",7,"S","HARBR CITY/LOMTA COS",90717,"No",424,136,0.9792,0.9645
1812702,8128,"Alexander Fleming Middle School Science/Tech/Math Magnet",8127,"Alexander Fleming Middle School","19647336057996","MAGNET CENTER - MIDDLE SCHOOL",7,"S","HARBR CITY/LOMTA COS",90717,"Yes",9,5,0.0208,0.0355
1813701,8137,"Robert Frost Middle School",8137,"Robert Frost Middle School","19647336058275","MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",519,124,0.9792,0.992
1813701,8137,"Robert Frost Middle School",8137,"Robert Frost Middle School","19647336058275","MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",11,1,0.0208,0.008
1813702,8138,"Robert Frost Middle School STEAM Magnet",8137,"Robert Frost Middle School","19647336058275","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",1304,145,0.9939,0.9932
1813702,8138,"Robert Frost Middle School STEAM Magnet",8137,"Robert Frost Middle School","19647336058275","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",8,1,0.0061,0.0068
1814201,8142,"Robert Fulton College Preparatory School",8142,"Robert Fulton College Preparatory School","19647336058002","SPAN SCHOOL",6,"NE","PANORAMA CITY COS",91405,"No",62,6,0.8732,1
1814201,8142,"Robert Fulton College Preparatory School",8142,"Robert Fulton College Preparatory School","19647336058002","SPAN SCHOOL",6,"NE","PANORAMA CITY COS",91405,"Yes",9,0,0.1268,0
1814204,8133,"Robert Fulton College Prep Communication Arts/Music Magnet",8142,"Robert Fulton College Preparatory School","19647336058002","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","PANORAMA CITY COS",91405,"No",239,134,0.9917,0.9853
1814204,8133,"Robert Fulton College Prep Communication Arts/Music Magnet",8142,"Robert Fulton College Preparatory School","19647336058002","MAGNET CENTER - MIDDLE SCHOOL",6,"NE","PANORAMA CITY COS",91405,"Yes",2,2,0.0083,0.0147
1815101,8151,"Henry T Gage Middle School",8151,"Henry T Gage Middle School","19647336061469","MIDDLE SCHOOL",5,"E","HUNTNGTN PK/VRNON COS",90255,"No",86,13,0.5443,0.3171
1815101,8151,"Henry T Gage Middle School",8151,"Henry T Gage Middle School","19647336061469","MIDDLE SCHOOL",5,"E","HUNTNGTN PK/VRNON COS",90255,"Yes",72,28,0.4557,0.6829
1815102,8150,"Henry T Gage Middle School Science/Tech/Math Magnet",8151,"Henry T Gage Middle School","19647336061469","MAGNET CENTER - MIDDLE SCHOOL",5,"E","HUNTNGTN PK/VRNON COS",90255,"No",331,94,0.9484,0.9495
1815102,8150,"Henry T Gage Middle School Science/Tech/Math Magnet",8151,"Henry T Gage Middle School","19647336061469","MAGNET CENTER - MIDDLE SCHOOL",5,"E","HUNTNGTN PK/VRNON COS",90255,"Yes",18,5,0.0516,0.0505
1815302,5250,"Southeast Middle School DREAMS Magnet",8153,"Southeast Middle School","19647330106989","MAGNET CENTER - MIDDLE SCHOOL",5,"E","SOUTH GATE COS",90280,"No",507,137,0.9826,0.9786
1815302,5250,"Southeast Middle School DREAMS Magnet",8153,"Southeast Middle School","19647330106989","MAGNET CENTER - MIDDLE SCHOOL",5,"E","SOUTH GATE COS",90280,"Yes",9,3,0.0174,0.0214
1816001,8160,"Samuel Gompers Middle School",8160,"Samuel Gompers Middle School","19647336058028","MIDDLE SCHOOL",7,"S","ACHIEVEMENT NETWORK",90061,"No",19,0,0.76,0
1816001,8160,"Samuel Gompers Middle School",8160,"Samuel Gompers Middle School","19647336058028","MIDDLE SCHOOL",7,"S","ACHIEVEMENT NETWORK",90061,"Yes",6,0,0.24,0
1816002,5254,"Samuel Gompers Middle School STEAM Magnet",8160,"Samuel Gompers Middle School","19647336058028","MAGNET CENTER - MIDDLE SCHOOL",7,"S","ACHIEVEMENT NETWORK",90061,"No",176,18,0.9888,0.9474
1816002,5254,"Samuel Gompers Middle School STEAM Magnet",8160,"Samuel Gompers Middle School","19647336058028","MAGNET CENTER - MIDDLE SCHOOL",7,"S","ACHIEVEMENT NETWORK",90061,"Yes",2,1,0.0112,0.0526
1816801,8168,"Griffith Middle School STEAM Magnet",8168,"Griffith Middle School STEAM Magnet","19647336058036","MAGNET-SELF CONTAINED (MIDDLE)",2,"E","EAST LOS ANGELES COS",90022,"No",783,246,0.9837,0.984
1816801,8168,"Griffith Middle School STEAM Magnet",8168,"Griffith Middle School STEAM Magnet","19647336058036","MAGNET-SELF CONTAINED (MIDDLE)",2,"E","EAST LOS ANGELES COS",90022,"Yes",13,4,0.0163,0.016
1816902,5235,"George Ellery Hale Charter Academy Gifted STEAM Magnet",8169,"George Ellery Hale Charter Academy","19647336061477","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","TAFT COS",91367,"No",783,162,0.9924,1
1816902,5235,"George Ellery Hale Charter Academy Gifted STEAM Magnet",8169,"George Ellery Hale Charter Academy","19647336061477","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","TAFT COS",91367,"Yes",6,0,0.0076,0
1817401,8174,"Patrick Henry Middle School",8174,"Patrick Henry Middle School","19647336061485","MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",221,42,0.9693,0.9767
1817401,8174,"Patrick Henry Middle School",8174,"Patrick Henry Middle School","19647336061485","MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",7,1,0.0307,0.0233
1817402,8175,"Patrick Henry Middle School Computer/Math/Science Magnet",8174,"Patrick Henry Middle School","19647336061485","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",676,121,0.9898,1
1817402,8175,"Patrick Henry Middle School Computer/Math/Science Magnet",8174,"Patrick Henry Middle School","19647336061485","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",7,0,0.0102,0
1817403,5223,"Patrick Henry Middle School Visual & Performing Arts Magnet",8174,"Patrick Henry Middle School","19647336061485","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"No",451,125,0.9912,1
1817403,5223,"Patrick Henry Middle School Visual & Performing Arts Magnet",8174,"Patrick Henry Middle School","19647336061485","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","KENNDY/NAHS/VAAS COS",91344,"Yes",4,0,0.0088,0
1817901,8179,"Hollenbeck Middle School",8179,"Hollenbeck Middle School","19647336058051","MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"No",35,7,0.9211,0.875
1817901,8179,"Hollenbeck Middle School",8179,"Hollenbeck Middle School","19647336058051","MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"Yes",3,1,0.0789,0.125
1817902,8180,"Hollenbeck MS Science/Tech/Engineering/Math/Medicine Magnet",8179,"Hollenbeck Middle School","19647336058051","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"No",274,109,0.9821,0.982
1817902,8180,"Hollenbeck MS Science/Tech/Engineering/Math/Medicine Magnet",8179,"Hollenbeck Middle School","19647336058051","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"Yes",5,2,0.0179,0.018
1817903,5243,"Hollenbeck Middle School Law/Public Service Magnet",8179,"Hollenbeck Middle School","19647336058051","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"No",134,25,0.9781,0.9615
1817903,5243,"Hollenbeck Middle School Law/Public Service Magnet",8179,"Hollenbeck Middle School","19647336058051","MAGNET CENTER - MIDDLE SCHOOL",2,"E","BOYLE HEIGHTS COS",90023,"Yes",3,1,0.0219,0.0385
1818201,8182,"Oliver Wendell Holmes Middle School",8182,"Oliver Wendell Holmes Middle School","19647336058069","MIDDLE SCHOOL",3,"NW","MONROE COS",91325,"No",358,99,0.9781,0.9802
1818201,8182,"Oliver Wendell Holmes Middle School",8182,"Oliver Wendell Holmes Middle School","19647336058069","MIDDLE SCHOOL",3,"NW","MONROE COS",91325,"Yes",8,2,0.0219,0.0198
1818202,8183,"Oliver Wendell Holmes MS International Humanities Magnet",8182,"Oliver Wendell Holmes Middle School","19647336058069","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","MONROE COS",91325,"No",767,170,0.9948,1
1818202,8183,"Oliver Wendell Holmes MS International Humanities Magnet",8182,"Oliver Wendell Holmes Middle School","19647336058069","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","MONROE COS",91325,"Yes",4,0,0.0052,0
1818901,8189,"Washington Irving Middle School Math Music Engineering Mag",8189,"Washington Irving Middle School Math Music Engineering Mag","19647336058077","MAGNET-SELF CONTAINED (MIDDLE)",5,"C","GLSLL/LS FLZ PRK COS",90065,"No",539,180,0.9908,0.9945
1818901,8189,"Washington Irving Middle School Math Music Engineering Mag",8189,"Washington Irving Middle School Math Music Engineering Mag","19647336058077","MAGNET-SELF CONTAINED (MIDDLE)",5,"C","GLSLL/LS FLZ PRK COS",90065,"Yes",5,1,0.0092,0.0055
1820001,8200,"Los Angeles Academy Middle School",8200,"Los Angeles Academy Middle School","19647336115794","MIDDLE SCHOOL",7,"C","JEFFERSON/SC EAST COS",90011,"No",179,30,0.8443,0.8571
1820001,8200,"Los Angeles Academy Middle School",8200,"Los Angeles Academy Middle School","19647336115794","MIDDLE SCHOOL",7,"C","JEFFERSON/SC EAST COS",90011,"Yes",33,5,0.1557,0.1429
1820002,5236,"Los Angeles Academy Middle School STEAM Magnet",8200,"Los Angeles Academy Middle School","19647336115794","MAGNET CENTER - MIDDLE SCHOOL",7,"C","JEFFERSON/SC EAST COS",90011,"No",401,106,0.9593,0.9381
1820002,5236,"Los Angeles Academy Middle School STEAM Magnet",8200,"Los Angeles Academy Middle School","19647336115794","MAGNET CENTER - MIDDLE SCHOOL",7,"C","JEFFERSON/SC EAST COS",90011,"Yes",17,7,0.0407,0.0619
1820701,8207,"Miguel Contreras Learning Complex - Acdemic Ldrshp Community",8207,"Miguel Contreras Learning Complex - Acdemic Ldrshp Community","19647330117721","SENIOR HIGH SCHOOL",2,"C","MACARTHUR PARK COS",90017,"No",85,4,0.9239,1
1820701,8207,"Miguel Contreras Learning Complex - Acdemic Ldrshp Community",8207,"Miguel Contreras Learning Complex - Acdemic Ldrshp Community","19647330117721","SENIOR HIGH SCHOOL",2,"C","MACARTHUR PARK COS",90017,"Yes",7,0,0.0761,0
1820801,8208,"Thomas Starr King Middle School Magnet: Film and Media",8208,"Thomas Starr King Middle School Magnet: Film and Media","19647336058085","MAGNET-SELF CONTAINED (MIDDLE)",5,"C","GLSLL/LS FLZ PRK COS",90029,"No",917,187,0.9829,0.9639
1820801,8208,"Thomas Starr King Middle School Magnet: Film and Media",8208,"Thomas Starr King Middle School Magnet: Film and Media","19647336058085","MAGNET-SELF CONTAINED (MIDDLE)",5,"C","GLSLL/LS FLZ PRK COS",90029,"Yes",16,7,0.0171,0.0361
1820802,8209,"Thomas Starr King Middle School Gifted/Arts/Technology Mag",8208,"Thomas Starr King Middle School Magnet: Film and Media","19647336058085","MAGNET CENTER - MIDDLE SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90029,"No",684,171,0.973,0.9716
1820802,8209,"Thomas Starr King Middle School Gifted/Arts/Technology Mag",8208,"Thomas Starr King Middle School Magnet: Film and Media","19647336058085","MAGNET CENTER - MIDDLE SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90029,"Yes",19,5,0.027,0.0284
1820803,5171,"Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag",8208,"Thomas Starr King Middle School Magnet: Film and Media","19647336058085","MAGNET CENTER - MIDDLE SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90029,"No",1051,160,0.9777,1
1820803,5171,"Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag",8208,"Thomas Starr King Middle School Magnet: Film and Media","19647336058085","MAGNET CENTER - MIDDLE SCHOOL",5,"C","GLSLL/LS FLZ PRK COS",90029,"Yes",24,0,0.0223,0
1821701,8217,"Ernest Lawrence Middle School",8217,"Ernest Lawrence Middle School","19647336058093","MIDDLE SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"No",149,12,0.9739,1
1821701,8217,"Ernest Lawrence Middle School",8217,"Ernest Lawrence Middle School","19647336058093","MIDDLE SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"Yes",4,0,0.0261,0
1821702,8218,"Ernest Lawrence Middle School Gifted Magnet",8217,"Ernest Lawrence Middle School","19647336058093","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"No",385,136,0.9948,0.9927
1821702,8218,"Ernest Lawrence Middle School Gifted Magnet",8217,"Ernest Lawrence Middle School","19647336058093","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"Yes",2,1,0.0052,0.0073
1821703,5244,"Ernest Lawrence Middle School Pioneering Science Magnet",8217,"Ernest Lawrence Middle School","19647336058093","MAGNET CENTER - MIDDLE SCHOOL",3,"NW","CNGA PK/CHTSWRTH COS",91311,"No",187,62,1,1
1822601,8226,"Joseph Le Conte Middle School",8226,"Joseph Le Conte Middle School","19647336061501","MIDDLE SCHOOL",4,"W","HOLLYWOOD COS",90028,"No",61,14,0.8971,1
1822601,8226,"Joseph Le Conte Middle School",8226,"Joseph Le Conte Middle School","19647336061501","MIDDLE SCHOOL",4,"W","HOLLYWOOD COS",90028,"Yes",7,0,0.1029,0
1822602,8225,"Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag",8226,"Joseph Le Conte Middle School","19647336061501","MAGNET CENTER - MIDDLE SCHOOL",4,"W","HOLLYWOOD COS",90028,"No",179,61,0.9835,0.9531
1822602,8225,"Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag",8226,"Joseph Le Conte Middle School","19647336061501","MAGNET CENTER - MIDDLE SCHOOL",4,"W","HOLLYWOOD COS",90028,"Yes",3,3,0.0165,0.0469
1822603,5210,"Joseph Le Conte Middle School CES Communication & Arts Mag",8226,"Joseph Le Conte Middle School","19647336061501","MAGNET CENTER - MIDDLE SCHOOL",4,"W","HOLLYWOOD COS",90028,"No",161,37,0.9758,0.9487
1822603,5210,"Joseph Le Conte Middle School CES Communication & Arts Mag",8226,"Joseph Le Conte Middle School","19647336061501","MAGNET CENTER - MIDDLE SCHOOL",4,"W","HOLLYWOOD COS",90028,"Yes",4,2,0.0242,0.0513
1823001,8230,"James Madison Middle School",8230,"James Madison Middle School","19647336061519","MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91605,"No",94,16,0.9792,1
1823001,8230,"James Madison Middle School",8230,"James Madison Middle School","19647336061519","MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91605,"Yes",2,0,0.0208,0
1823002,8229,"James Madison Middle School Medical/Math/Science Magnet",8230,"James Madison Middle School","19647336061519","MAGNET CENTER - MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91605,"No",339,109,0.9912,0.9909
1823002,8229,"James Madison Middle School Medical/Math/Science Magnet",8230,"James Madison Middle School","19647336061519","MAGNET CENTER - MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91605,"Yes",3,1,0.0088,0.0091
1823003,5224,"James Madison Middle School Comp Sci/Eng Design Magnet",8230,"James Madison Middle School","19647336061519","MAGNET CENTER - MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91605,"No",353,152,0.9972,1
1823003,5224,"James Madison Middle School Comp Sci/Eng Design Magnet",8230,"James Madison Middle School","19647336061519","MAGNET CENTER - MIDDLE SCHOOL",3,"NE","VAN NUYS/VAL GLN COS",91605,"Yes",1,0,0.0028,0
1823501,8235,"Marina Del Rey Middle School",8235,"Marina Del Rey Middle School","19647336058127","MIDDLE SCHOOL",4,"W","VENICE COS",90066,"No",170,14,0.8854,0.9333
1823501,8235,"Marina Del Rey Middle School",8235,"Marina Del Rey Middle School","19647336058127","MIDDLE SCHOOL",4,"W","VENICE COS",90066,"Yes",22,1,0.1146,0.0667
1823502,8234,"Marina Del Rey Middle School Performing Arts Magnet",8235,"Marina Del Rey Middle School","19647336058127","MAGNET CENTER - MIDDLE SCHOOL",4,"W","VENICE COS",90066,"No",528,144,0.9778,0.9536
1823502,8234,"Marina Del Rey Middle School Performing Arts Magnet",8235,"Marina Del Rey Middle School","19647336058127","MAGNET CENTER - MIDDLE SCHOOL",4,"W","VENICE COS",90066,"Yes",12,7,0.0222,0.0464
1823702,8232,"Edwin Markham Middle School Health Careers Magnet",8237,"Edwin Markham Middle School","19647336061527","MAGNET CENTER - MIDDLE SCHOOL",7,"S","FREMONT COS",90002,"No",101,30,1,1
